year,month,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Tuition,Scholarship,ScholarshipPercent
2020,July,BV,M,19,U,GT3,T,1,1,other,services,home,father,4,3,0,no,yes,no,no,yes,yes,no,yes,4,5,5,4,5,4,16,8,0,1,15000,3894,26%
2020,August,MS,F,18,U,GT3,T,4,1,other,other,home,mother,3,3,1,no,yes,yes,yes,yes,yes,yes,no,1,5,1,5,4,2,5,14,18,12,9050,3995,44%
2020,September,GP,F,21,U,GT3,A,4,2,other,other,course,other,4,1,1,no,no,no,no,yes,yes,no,yes,3,2,4,4,5,2,15,1,19,4,14000,3684,26%
2020,October,BV,F,22,U,LE3,T,3,2,other,teacher,course,mother,2,2,1,no,no,no,no,no,yes,yes,yes,2,4,1,4,4,5,18,0,8,16,15000,1496,10%
2020,November,MS,M,20,U,LE3,T,2,3,other,other,course,mother,1,3,1,no,no,no,no,yes,yes,yes,no,4,5,4,1,4,2,30,11,8,9,9050,1626,18%
2020,December,GP,F,15,U,GT3,T,4,1,other,teacher,course,father,2,3,1,no,no,no,no,yes,yes,no,yes,3,4,1,4,2,4,17,9,10,18,14000,4390,31%
2020,January,BV,F,19,U,GT3,T,2,3,teacher,other,reputation,mother,1,3,3,no,yes,no,no,yes,yes,yes,yes,5,1,2,1,3,5,3,10,3,6,15000,3601,24%
2020,February,MS,F,17,U,LE6,T,1,3,teacher,other,course,mother,3,1,1,no,yes,no,yes,yes,yes,yes,yes,4,1,4,2,4,5,28,4,18,18,9050,1543,17%
2020,March,GP,F,21,U,GT3,T,4,1,other,other,course,mother,1,2,3,no,no,no,no,no,yes,no,no,4,5,4,1,1,1,10,5,0,18,14000,5903,42%
2020,April,BV,F,15,U,GT3,T,2,1,other,other,course,father,3,1,1,no,yes,yes,no,yes,yes,no,no,5,5,3,5,1,4,0,0,8,5,15000,4394,29%
2020,May,MS,F,20,U,LE6,T,2,2,at_home,other,course,father,4,4,3,no,no,no,no,yes,yes,yes,yes,5,1,3,1,2,4,3,0,4,1,9050,1640,18%
2020,June,GP,F,19,R,GT3,T,1,4,other,other,course,mother,1,4,2,no,yes,no,no,yes,yes,yes,yes,4,4,4,1,5,2,24,6,4,10,14000,4114,29%
2020,July,BV,F,16,U,GT3,A,1,4,other,other,home,mother,2,2,1,no,yes,no,no,yes,yes,yes,yes,2,5,4,3,1,4,1,6,5,5,15000,5160,34%
2020,August,MS,F,17,U,LE6,T,4,3,services,teacher,course,mother,1,4,3,no,yes,no,no,no,yes,yes,yes,1,4,2,1,2,2,2,4,11,13,9050,1264,14%
2020,September,GP,M,19,R,GT6,T,3,1,services,at_home,course,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,1,2,1,5,2,2,15,4,11,13,14000,1255,9%
2020,October,BV,M,19,R,LE6,T,3,4,other,other,course,mother,3,3,0,no,no,no,yes,yes,yes,no,yes,1,4,2,3,4,5,0,0,15,11,15000,1137,8%
2020,November,MS,F,19,R,GT3,A,2,1,services,other,course,mother,1,3,1,no,no,no,yes,yes,yes,yes,no,1,3,1,5,1,3,24,6,10,3,9050,3071,34%
2020,December,GP,F,16,R,GT3,A,3,2,at_home,services,course,mother,3,2,1,no,no,no,no,yes,yes,yes,no,2,4,4,5,2,4,2,0,17,3,14000,4213,30%
2020,January,BV,F,22,U,GT3,T,4,4,other,services,course,other,4,4,3,no,no,no,no,yes,yes,yes,no,3,3,4,2,2,3,12,5,14,8,15000,5650,38%
2020,February,MS,M,20,U,GT3,A,2,2,services,services,reputation,mother,3,3,1,no,yes,no,no,yes,yes,yes,yes,4,5,2,3,1,1,2,11,17,13,9050,5525,61%
2020,March,GP,F,22,R,GT3,T,4,3,teacher,other,course,other,3,2,0,no,no,no,yes,yes,yes,yes,no,1,3,2,2,2,4,28,11,15,19,14000,5527,39%
2020,April,BV,F,19,R,GT3,T,3,1,other,other,course,mother,2,3,3,no,no,no,no,yes,yes,yes,yes,4,5,5,3,2,5,17,13,7,9,15000,4403,29%
2020,May,MS,F,20,U,GT3,T,4,4,services,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,2,3,23,2,19,8,9050,4921,54%
2020,June,GP,F,20,U,GT3,T,3,3,other,other,course,mother,4,1,3,no,no,no,yes,no,yes,yes,no,5,3,2,2,4,3,19,17,3,8,14000,5757,41%
2020,July,BV,F,15,R,GT3,A,4,1,teacher,services,course,father,4,2,1,no,no,no,yes,no,yes,yes,yes,1,4,4,3,4,3,24,19,16,13,15000,4381,29%
2020,August,MS,F,18,U,GT3,T,4,1,services,services,home,mother,3,4,0,no,no,no,yes,yes,yes,yes,no,2,2,5,3,3,5,24,7,0,9,9050,3972,44%
2020,September,GP,F,17,U,GT3,T,4,2,at_home,services,course,mother,4,4,3,no,no,no,no,yes,yes,no,no,5,2,4,1,2,1,1,10,13,16,14000,4399,31%
2020,October,BV,F,22,U,GT3,A,2,4,services,services,reputation,father,2,2,0,no,no,yes,no,yes,yes,no,no,4,1,1,3,4,3,7,1,6,2,15000,5928,40%
2020,November,MS,M,20,U,GT3,T,1,3,at_home,services,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,2,5,3,5,5,1,28,0,0,10,9050,5672,63%
2020,December,GP,M,15,U,GT3,T,3,3,at_home,at_home,course,mother,2,1,1,no,no,no,no,yes,yes,yes,no,5,2,4,3,3,3,8,5,2,6,14000,4758,34%
2020,January,BV,M,19,U,LE3,T,1,3,at_home,other,home,mother,3,2,2,no,yes,no,yes,yes,yes,yes,yes,3,4,3,2,3,1,29,16,12,5,15000,1960,13%
2020,February,MS,M,16,U,LE3,T,2,2,health,services,course,father,4,1,3,no,no,no,yes,no,yes,yes,no,5,3,4,4,4,3,5,4,12,11,9050,1488,16%
2020,March,GP,M,18,U,GT3,T,4,4,other,other,home,mother,4,2,3,no,yes,no,no,yes,yes,yes,no,5,5,4,1,5,1,20,9,6,9,14000,5468,39%
2020,April,BV,F,15,U,GT3,T,4,1,services,services,home,father,2,4,0,no,no,no,yes,yes,yes,no,no,1,2,1,2,5,5,23,8,10,0,15000,3710,25%
2020,May,MS,F,16,U,LE6,T,4,4,other,other,course,mother,2,4,2,no,no,no,no,no,yes,yes,no,2,4,3,3,2,4,24,11,8,14,9050,1259,14%
2020,June,GP,F,17,U,GT3,T,4,1,other,services,course,father,3,4,0,no,no,no,no,no,yes,yes,no,1,2,2,3,5,1,4,3,19,2,14000,4254,30%
2020,July,BV,F,19,U,GT3,T,3,3,services,teacher,course,mother,2,2,2,no,yes,no,no,yes,yes,yes,no,1,1,4,5,1,1,17,11,17,7,15000,4912,33%
2020,August,MS,F,15,U,GT3,T,2,2,other,other,course,mother,1,3,1,no,no,no,no,yes,yes,yes,no,4,1,5,4,5,3,1,2,1,3,9050,4744,52%
2020,September,GP,F,16,R,GT3,T,2,4,teacher,other,course,mother,1,3,2,no,no,no,yes,no,yes,yes,no,2,1,5,3,1,5,1,6,13,18,14000,3802,27%
2020,October,BV,M,21,U,GT3,T,2,4,services,other,course,mother,1,3,1,no,yes,no,yes,yes,yes,yes,no,4,4,2,2,5,4,17,16,11,6,15000,4886,33%
2020,November,MS,M,16,U,GT3,T,4,3,health,services,reputation,other,3,4,2,no,yes,no,no,yes,yes,yes,no,1,5,2,2,2,5,25,13,4,9,9050,5768,64%
2020,December,GP,F,16,U,GT3,T,1,3,teacher,at_home,home,mother,4,1,0,no,no,no,yes,yes,yes,no,yes,2,2,1,2,1,1,5,0,11,7,14000,4986,36%
2020,January,BV,F,16,U,GT3,T,1,3,other,teacher,course,mother,2,4,3,no,yes,no,no,no,yes,no,no,5,1,1,4,2,1,19,8,7,19,15000,4439,30%
2020,February,MS,M,20,U,LE6,T,2,2,health,services,course,mother,1,4,3,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,5,3,22,1,16,3,9050,1434,16%
2020,March,GP,M,17,U,GT3,T,4,4,services,other,reputation,mother,1,4,2,no,no,no,no,no,no,no,no,5,1,2,5,1,3,20,11,14,14,14000,4693,34%
2020,April,BV,F,15,U,GT3,T,1,2,other,other,course,mother,2,2,2,no,yes,no,no,no,yes,yes,yes,2,1,3,1,3,5,0,18,13,0,15000,4217,28%
2020,May,MS,F,17,U,GT3,T,3,1,services,other,course,mother,4,1,1,no,no,no,no,yes,yes,yes,yes,1,2,5,2,2,4,24,6,6,5,9050,3180,35%
2020,June,GP,F,18,U,LE6,T,3,4,health,services,course,father,4,3,0,no,no,no,yes,yes,yes,yes,yes,4,4,3,4,2,1,2,8,10,3,14000,1122,8%
2020,July,BV,M,15,U,GT3,T,4,1,teacher,services,course,mother,2,1,1,no,no,no,no,yes,no,no,no,4,4,1,4,3,1,12,1,6,12,15000,3704,25%
2020,August,MS,F,15,R,GT3,T,1,4,health,other,course,mother,4,2,2,no,no,no,no,yes,no,no,no,1,1,5,2,4,1,28,8,0,15,9050,3666,41%
2020,September,GP,F,22,U,GT3,T,1,2,teacher,other,course,mother,1,3,2,no,no,no,no,yes,yes,yes,yes,1,3,2,1,2,2,18,17,8,13,14000,3574,26%
2020,October,BV,F,19,U,GT3,T,3,1,other,other,course,mother,1,2,2,no,no,no,yes,yes,yes,yes,yes,1,1,5,5,3,2,24,1,19,16,15000,5671,38%
2020,November,MS,F,16,U,GT3,T,1,3,services,services,course,father,1,4,1,no,no,no,no,yes,yes,no,yes,3,2,3,1,1,3,6,18,10,0,9050,3445,38%
2020,December,GP,F,18,R,LE6,T,1,4,services,services,course,mother,2,1,0,no,yes,no,no,yes,no,no,no,5,2,2,5,3,2,18,8,4,7,14000,1014,7%
2020,January,BV,F,19,U,GT6,T,4,1,other,services,course,mother,2,2,1,no,yes,no,yes,yes,no,no,yes,5,4,2,3,3,1,25,11,13,4,15000,1082,7%
2020,February,MS,F,15,U,LE6,T,3,4,health,other,course,father,2,2,1,no,no,no,no,yes,yes,yes,yes,4,1,4,1,2,2,6,4,13,13,9050,1066,12%
2020,March,GP,F,18,U,GT3,T,3,2,services,services,home,father,3,2,1,no,yes,yes,yes,no,yes,yes,yes,3,1,5,1,2,4,13,10,10,8,14000,3316,24%
2020,April,BV,F,16,R,GT3,T,4,4,teacher,other,home,mother,4,3,3,no,yes,no,no,yes,yes,no,yes,3,5,3,5,1,5,8,16,5,2,15000,5326,36%
2020,May,MS,M,15,U,GT3,T,4,3,health,health,reputation,mother,1,2,2,no,yes,yes,yes,yes,yes,yes,no,2,3,2,3,1,3,13,18,10,4,9050,5158,57%
2020,June,GP,M,21,U,GT3,T,3,4,services,other,course,father,4,2,0,no,no,no,no,yes,yes,no,yes,2,1,5,3,1,5,6,10,13,14,14000,4337,31%
2020,July,BV,F,18,U,GT3,T,3,4,teacher,other,reputation,mother,1,3,2,no,no,no,no,no,yes,yes,yes,3,1,2,3,2,1,4,17,14,17,15000,4778,32%
2020,August,MS,F,16,U,GT3,A,3,1,other,other,reputation,mother,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,1,4,3,5,16,18,16,10,9050,4347,48%
2020,September,GP,F,19,U,GT3,T,2,4,other,services,home,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,5,4,4,5,1,13,19,18,16,14000,5292,38%
2020,October,BV,M,16,R,LE6,T,2,2,other,other,reputation,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,4,1,1,17,14,16,11,15000,1605,11%
2020,November,MS,F,18,R,GT3,T,1,3,teacher,other,course,mother,3,3,2,no,yes,no,yes,yes,yes,yes,yes,2,5,2,3,1,5,29,3,10,12,9050,4004,44%
2020,December,GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,3,4,3,no,no,no,no,no,yes,no,no,3,3,2,3,5,5,18,17,19,1,14000,3678,26%
2020,January,BV,F,19,U,GT3,T,4,3,services,other,reputation,father,1,4,3,no,yes,yes,no,yes,yes,no,no,4,4,1,2,2,2,4,19,3,13,15000,5638,38%
2020,February,MS,F,18,U,LE6,T,4,1,at_home,services,other,mother,4,4,0,no,no,no,no,yes,yes,yes,yes,3,3,4,3,3,2,24,14,1,19,9050,1000,11%
2020,March,GP,F,20,U,GT3,T,4,3,other,other,course,mother,4,2,2,no,yes,no,no,yes,yes,yes,yes,3,1,5,4,4,4,12,4,6,13,14000,5053,36%
2020,April,BV,F,15,R,GT3,T,2,2,teacher,other,home,mother,4,2,0,no,yes,no,no,yes,yes,yes,yes,1,1,2,4,1,5,19,12,15,15,15000,5469,36%
2020,May,MS,F,15,U,GT3,T,3,4,services,other,home,mother,1,1,1,no,yes,no,no,no,yes,yes,yes,1,2,2,3,5,3,25,7,19,11,9050,3918,43%
2020,June,GP,F,15,U,GT3,T,1,4,services,services,reputation,father,2,4,0,no,yes,no,yes,yes,no,yes,yes,5,4,1,4,2,4,10,12,18,12,14000,4520,32%
2020,July,BV,M,22,U,GT3,T,3,1,other,other,reputation,mother,3,1,1,no,no,no,yes,yes,yes,no,yes,2,4,2,3,5,3,20,15,12,14,15000,4683,31%
2020,August,MS,M,19,U,LE6,T,2,2,other,other,reputation,mother,4,2,2,no,no,no,yes,yes,yes,yes,no,5,2,5,5,1,1,16,9,5,3,9050,1003,11%
2020,September,GP,M,15,R,GT6,T,1,3,other,services,other,mother,2,3,3,no,no,no,no,yes,yes,yes,no,4,3,2,2,2,3,13,13,16,7,14000,1978,14%
2020,October,BV,M,21,U,LE6,T,4,2,health,services,other,mother,2,4,1,no,no,no,no,yes,yes,yes,no,5,5,3,4,4,4,27,4,13,7,15000,1449,10%
2020,November,MS,M,18,U,GT3,T,3,4,teacher,other,course,mother,1,3,1,no,yes,no,no,yes,yes,yes,yes,4,4,4,3,3,4,22,8,0,0,9050,3483,38%
2020,December,GP,F,18,U,GT3,T,4,2,services,other,reputation,mother,2,2,3,no,no,no,yes,yes,yes,yes,no,4,3,1,4,2,1,29,4,10,6,14000,5865,42%
2020,January,BV,F,21,U,LE6,T,3,4,services,other,home,mother,2,4,3,no,no,no,no,yes,yes,yes,yes,2,1,1,5,1,2,27,6,8,15,15000,1555,10%
2020,February,MS,F,19,U,GT3,A,2,1,health,services,course,mother,1,2,2,no,yes,no,yes,no,yes,yes,no,2,5,5,5,5,1,24,18,18,4,9050,4831,53%
2020,March,GP,F,19,R,GT3,A,1,4,health,services,course,mother,2,2,2,no,no,no,yes,no,yes,yes,no,2,4,5,5,3,4,30,6,7,15,14000,4662,33%
2020,April,BV,F,18,U,GT3,T,4,4,services,services,other,other,1,4,0,no,no,no,yes,no,yes,yes,yes,2,4,2,1,5,2,9,2,1,16,15000,4811,32%
2020,May,MS,F,20,U,GT3,T,4,4,other,services,reputation,mother,3,3,2,no,no,no,yes,yes,yes,yes,no,3,5,1,3,5,1,1,7,14,2,9050,5358,59%
2020,June,GP,M,20,U,LE3,T,2,1,other,other,home,father,3,3,2,no,no,no,no,yes,yes,no,no,1,5,1,3,4,5,24,12,2,15,14000,1128,8%
2020,July,BV,M,22,U,LE3,T,4,1,services,services,course,father,1,2,1,no,no,yes,no,yes,yes,no,no,3,4,1,1,4,3,19,13,8,10,15000,1884,13%
2020,August,MS,F,22,R,LE3,T,1,1,teacher,teacher,home,mother,4,3,0,no,no,no,no,yes,yes,no,no,3,2,2,2,2,3,19,5,15,18,9050,1797,20%
2020,September,GP,F,21,U,GT3,T,2,4,other,other,home,father,3,2,3,no,no,no,no,yes,yes,yes,no,4,4,3,4,4,2,29,2,7,13,14000,4684,33%
2020,October,BV,M,18,U,GT3,T,4,2,services,teacher,home,mother,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,1,5,5,3,4,5,7,11,10,15000,3796,25%
2020,November,MS,M,17,U,GT3,T,3,4,health,teacher,reputation,mother,3,2,0,no,no,no,yes,no,yes,yes,no,1,4,1,1,2,2,19,15,3,7,9050,4988,55%
2020,December,GP,F,17,U,GT3,T,1,2,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,3,3,1,1,5,1,19,6,17,13,14000,4158,30%
2020,January,BV,F,18,U,LE6,T,1,1,other,other,reputation,mother,2,1,1,no,no,no,yes,yes,yes,no,no,2,5,3,5,4,1,13,13,6,0,15000,1574,10%
2020,February,MS,F,15,R,GT3,A,1,4,teacher,other,course,mother,1,1,1,no,no,no,no,no,yes,yes,no,4,1,4,4,4,5,21,5,4,19,9050,5275,58%
2020,March,GP,M,22,U,GT3,T,3,3,services,other,reputation,mother,3,3,3,no,no,no,no,no,yes,yes,no,3,3,1,4,1,3,4,11,19,6,14000,4264,30%
2020,April,BV,F,17,U,GT3,A,4,3,teacher,services,reputation,mother,3,1,2,no,yes,no,no,yes,yes,yes,no,2,3,5,4,5,2,5,19,19,9,15000,4564,30%
2020,May,MS,F,18,U,LE3,T,3,3,other,services,home,mother,3,4,0,no,no,no,no,yes,yes,yes,no,3,1,5,3,4,5,6,6,10,13,9050,1713,19%
2020,June,GP,F,22,U,LE3,T,3,1,services,other,course,mother,1,4,2,no,no,no,yes,no,yes,yes,no,1,4,3,4,2,1,13,1,16,10,14000,1110,8%
2020,July,BV,F,22,U,GT6,A,2,2,health,other,other,mother,2,2,2,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,1,2,20,3,2,12,15000,1958,13%
2020,August,MS,F,22,U,LE6,T,2,2,other,other,home,mother,2,1,2,no,yes,no,no,yes,yes,yes,no,2,2,1,1,2,2,1,19,17,12,9050,1966,22%
2020,September,GP,F,19,U,GT6,T,1,4,other,other,reputation,mother,2,4,1,no,no,no,yes,yes,yes,no,yes,2,3,2,4,3,1,16,8,11,1,14000,1776,13%
2020,October,BV,F,21,U,LE6,T,2,2,other,other,reputation,other,3,1,1,no,yes,no,no,no,yes,no,no,4,4,3,2,2,3,21,11,7,12,15000,1164,8%
2020,November,MS,F,18,U,GT3,T,3,3,other,other,home,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,2,1,1,11,17,18,8,9050,4275,47%
2020,December,GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,1,3,no,no,no,no,no,no,no,no,1,5,2,1,1,4,15,5,11,13,14000,5924,42%
2020,January,BV,M,19,U,GT3,T,2,2,other,other,home,mother,1,3,1,no,yes,no,no,no,yes,yes,yes,1,3,5,3,2,4,5,6,13,8,15000,4300,29%
2020,February,MS,M,17,U,GT3,T,3,2,teacher,other,other,mother,2,2,2,no,no,no,no,yes,yes,yes,yes,5,3,4,2,4,3,13,10,13,9,9050,5896,65%
2020,March,GP,F,17,U,GT3,T,4,3,teacher,other,reputation,mother,2,2,2,no,no,no,yes,yes,yes,yes,yes,1,4,5,1,5,3,16,12,18,10,14000,4152,30%
2020,April,BV,F,16,U,GT3,T,1,4,other,other,reputation,mother,4,1,0,no,no,no,no,yes,no,no,no,5,2,3,1,5,3,27,13,7,12,15000,3060,20%
2020,May,MS,F,22,U,GT3,T,2,3,other,health,home,father,3,4,0,no,no,no,no,yes,no,no,no,4,2,3,1,1,2,3,15,9,14,9050,4257,47%
2020,June,GP,M,21,R,LE6,T,2,2,at_home,other,home,father,4,1,0,no,no,no,no,yes,yes,yes,yes,3,3,1,3,1,2,13,9,6,6,14000,1394,10%
2020,July,BV,F,16,R,GT6,T,1,4,other,at_home,course,mother,3,4,3,no,no,no,yes,yes,yes,yes,yes,4,1,3,2,5,1,26,16,3,8,15000,1913,13%
2020,August,MS,F,15,U,LE3,T,4,4,other,services,reputation,mother,1,1,1,no,no,no,no,yes,yes,no,yes,4,1,1,1,5,4,3,18,11,3,9050,1460,16%
2020,September,GP,F,15,U,LE3,T,3,3,services,other,reputation,mother,2,3,1,no,yes,no,no,yes,no,no,no,3,5,5,3,4,1,4,9,14,17,14000,1953,14%
2020,October,BV,F,22,R,GT3,T,2,4,services,teacher,other,mother,1,2,0,no,yes,no,yes,yes,no,no,yes,5,4,4,4,3,5,26,7,4,11,15000,4293,29%
2020,November,MS,F,22,U,GT3,T,4,1,other,other,home,mother,3,1,0,no,no,no,no,yes,yes,yes,yes,2,3,3,4,1,1,3,7,5,18,9050,5053,56%
2020,December,GP,F,16,U,GT3,T,3,2,services,services,home,mother,2,4,1,no,yes,yes,yes,no,yes,yes,yes,3,4,2,2,2,4,10,2,8,16,14000,4126,29%
2020,January,BV,F,19,R,GT3,T,3,3,at_home,other,reputation,mother,2,4,2,no,yes,no,no,yes,yes,no,yes,3,1,5,2,3,5,11,5,2,13,15000,5381,36%
2020,February,MS,F,21,U,GT3,A,3,4,other,other,course,mother,4,3,2,no,yes,yes,yes,yes,yes,yes,no,3,5,3,1,5,4,2,3,6,4,9050,5255,58%
2020,March,GP,M,15,U,GT3,T,3,4,services,services,reputation,father,3,2,2,no,no,no,no,yes,yes,no,yes,5,1,2,3,5,4,7,12,0,11,14000,4092,29%
2020,April,BV,M,20,U,GT3,T,4,4,teacher,other,course,mother,4,2,3,no,no,no,no,no,yes,yes,yes,1,4,4,2,2,1,5,17,11,12,15000,5921,39%
2020,May,MS,M,21,R,LE6,A,4,1,other,other,course,mother,3,2,2,no,no,no,no,yes,yes,yes,no,5,3,2,1,3,3,22,0,13,0,9050,1589,18%
2021,June,GP,M,20,U,GT3,T,3,1,services,other,reputation,father,1,2,2,no,no,no,no,yes,yes,no,yes,2,4,4,4,3,1,8,5,4,1,14500,4499,31%
2021,July,BV,M,18,U,GT3,T,1,3,other,other,course,father,1,3,1,no,yes,no,no,yes,yes,yes,yes,3,5,3,2,3,1,17,3,9,18,15000,3783,25%
2021,August,MS,F,17,U,GT3,T,3,2,teacher,teacher,reputation,mother,1,4,1,no,yes,no,yes,yes,yes,yes,yes,1,4,2,4,5,1,23,3,2,2,11000,5547,50%
2021,September,GP,F,20,U,LE6,T,2,2,services,other,reputation,father,4,3,1,no,no,no,no,no,yes,no,no,5,4,2,4,5,5,10,9,15,0,14500,1245,9%
2021,October,BV,F,21,U,GT3,T,4,2,at_home,other,home,mother,1,2,1,no,yes,yes,no,yes,yes,no,no,3,5,4,5,5,5,4,8,16,0,15000,5768,38%
2021,November,MS,F,16,U,GT3,A,3,1,services,other,reputation,mother,4,4,1,no,no,no,no,yes,yes,yes,yes,1,2,1,1,4,4,7,3,8,7,11000,5829,53%
2021,December,GP,F,22,U,GT3,A,1,2,other,other,home,father,1,3,2,no,yes,no,no,yes,yes,yes,yes,1,5,5,5,5,4,19,15,19,7,14500,4923,34%
2021,January,BV,F,18,R,GT3,T,3,1,other,other,home,mother,4,1,2,no,yes,no,no,yes,yes,yes,yes,3,1,3,5,2,5,13,3,8,19,15000,4638,31%
2021,February,MS,M,20,U,GT3,T,2,3,other,other,home,mother,3,1,2,no,yes,no,no,no,yes,yes,yes,5,4,1,4,4,2,28,10,4,13,11000,4092,37%
2021,March,GP,M,19,U,GT3,A,3,1,services,other,course,mother,3,1,2,no,yes,no,yes,yes,no,yes,yes,2,1,2,5,5,4,14,18,14,7,14500,4054,28%
2021,April,BV,F,19,U,GT3,T,1,1,services,services,course,mother,2,3,2,no,no,no,yes,yes,yes,no,yes,1,1,1,4,1,3,3,13,12,11,15000,4017,27%
2021,May,MS,F,20,U,LE6,T,1,3,services,other,course,mother,2,1,1,no,no,no,yes,yes,yes,yes,no,2,4,2,1,5,2,6,1,0,6,11000,1630,15%
2021,June,GP,M,21,R,GT6,T,4,2,services,at_home,course,other,1,2,1,no,no,no,no,yes,yes,yes,no,1,4,3,3,4,3,2,7,11,1,14500,1311,9%
2021,July,BV,M,20,R,LE6,T,4,3,services,teacher,course,mother,2,3,2,no,no,no,no,yes,yes,yes,no,3,1,4,4,4,1,16,0,19,10,15000,1644,11%
2021,August,MS,F,18,U,GT6,T,4,1,other,other,course,father,3,2,3,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,5,1,30,16,16,18,11000,1894,17%
2021,September,GP,F,22,U,LE6,T,4,3,other,at_home,course,mother,4,4,1,no,no,no,yes,yes,yes,yes,no,5,3,4,5,4,3,0,13,4,9,14500,1573,11%
2021,October,BV,F,21,U,GT3,T,4,1,services,other,course,mother,2,4,3,no,no,no,no,yes,yes,yes,yes,4,4,5,1,2,5,22,1,0,12,15000,5913,39%
2021,November,MS,M,15,U,GT3,A,1,1,other,services,course,mother,4,3,2,no,yes,no,yes,no,yes,yes,no,2,4,4,4,2,3,21,3,6,14,11000,4307,39%
2021,December,GP,F,22,U,GT3,T,4,4,health,other,course,other,4,2,2,no,no,no,yes,no,yes,yes,no,4,4,5,1,2,2,24,15,4,11,14500,5509,38%
2021,January,BV,F,15,R,GT3,T,2,3,teacher,services,reputation,father,1,3,3,no,no,no,yes,no,yes,yes,yes,1,5,4,4,3,3,0,18,4,9,15000,3634,24%
2021,February,MS,F,16,U,GT3,T,1,2,services,other,home,mother,2,2,1,no,no,no,yes,yes,yes,yes,no,4,1,4,4,2,4,24,16,11,5,11000,3475,32%
2021,March,GP,F,16,R,GT3,T,2,1,at_home,other,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,3,3,2,4,29,0,8,17,14500,5338,37%
2021,April,BV,F,18,U,GT3,T,2,3,teacher,other,course,mother,4,4,1,no,no,yes,no,yes,yes,no,no,5,5,2,3,1,2,26,5,13,1,15000,5638,38%
2021,May,MS,F,18,U,GT3,T,2,4,health,other,course,mother,2,3,1,no,no,no,no,yes,yes,no,no,1,2,3,3,1,5,7,11,5,9,11000,4556,41%
2021,June,GP,F,21,R,GT3,T,1,1,teacher,other,course,mother,3,1,3,no,no,no,no,yes,yes,yes,no,4,1,1,1,5,4,12,2,13,11,14500,3507,24%
2021,July,BV,F,16,U,GT3,T,1,4,other,other,course,mother,2,1,3,no,yes,no,yes,yes,yes,yes,yes,1,5,3,2,4,3,1,18,10,6,15000,4172,28%
2021,August,MS,F,22,R,GT3,T,3,1,other,services,course,mother,1,4,3,no,no,no,yes,no,yes,yes,no,5,2,1,5,5,1,5,11,10,10,11000,4046,37%
2021,September,GP,M,18,U,LE6,A,2,4,other,services,course,mother,3,4,1,no,yes,no,no,yes,yes,yes,no,4,3,5,4,1,2,25,19,11,17,14500,1343,9%
2021,October,BV,M,22,U,GT3,T,2,2,other,other,home,father,2,2,2,no,no,no,yes,yes,yes,no,no,4,5,3,5,2,4,30,2,2,17,15000,4072,27%
2021,November,MS,F,17,R,GT3,T,4,3,at_home,other,home,mother,3,4,1,no,no,no,no,no,yes,yes,no,2,1,4,2,2,1,1,12,13,13,11000,3093,28%
2021,December,GP,F,16,U,LE3,T,4,1,services,other,course,mother,1,2,3,no,no,no,no,no,yes,yes,no,2,2,1,4,3,1,13,3,0,13,14500,1383,10%
2021,January,BV,F,22,U,LE3,A,2,2,other,other,course,other,1,3,0,no,yes,no,no,yes,yes,yes,no,1,4,5,5,5,3,1,0,6,18,15000,1492,10%
2021,February,MS,M,21,U,GT6,A,1,4,health,other,course,mother,4,2,3,no,no,no,no,yes,yes,yes,no,1,2,1,1,4,5,4,1,17,2,11000,1104,10%
2021,March,GP,F,16,R,LE6,T,4,2,other,services,course,father,4,2,2,no,no,no,yes,no,yes,yes,no,1,2,2,4,2,5,16,4,9,0,14500,1047,7%
2021,April,BV,F,18,U,GT3,A,4,2,services,other,course,father,2,3,0,no,yes,no,yes,yes,yes,yes,no,1,1,1,4,1,4,20,5,12,9,15000,4223,28%
2021,May,MS,F,21,R,GT3,T,2,3,other,services,other,mother,3,2,3,no,yes,no,no,yes,yes,yes,no,1,2,2,3,4,1,21,1,9,11,11000,5463,50%
2021,June,GP,F,21,U,GT3,T,3,2,at_home,services,course,mother,4,1,1,no,no,no,yes,yes,yes,no,yes,4,4,5,5,1,2,0,7,4,7,14500,5687,39%
