year,month,school,StudentID,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Tuition,Scholarship,ScholarshipPercent
2021,May,MS,1716,M,22,U,GT3,T,2,1,teacher,other,course,mother,2,2,1,no,no,no,no,no,yes,yes,yes,4,3,1,2,4,3,22,5,7,13,11000,5402,49%
2021,June,GP,742,M,18,R,LE7,A,1,3,other,other,course,mother,1,4,1,no,no,no,no,yes,yes,yes,no,5,2,2,1,3,2,28,10,13,12,14500,1782,12%
2021,July,BV,87,M,22,U,GT3,T,4,3,services,other,reputation,father,2,3,0,no,no,no,no,yes,yes,no,yes,2,2,2,2,3,2,15,16,3,0,15000,4552,30%
2021,August,MS,687,M,17,U,GT3,T,1,1,other,other,course,father,4,2,3,no,yes,no,no,yes,yes,yes,yes,3,5,3,3,1,3,18,15,1,17,11000,4302,39%
2021,September,GP,910,F,20,U,GT3,T,1,4,teacher,teacher,reputation,mother,4,2,0,no,yes,no,yes,yes,yes,yes,yes,2,1,2,5,5,4,0,4,4,8,14500,3868,27%
2021,October,BV,981,F,22,U,LE7,T,2,2,services,other,reputation,father,2,3,3,no,no,no,no,no,yes,no,no,3,1,2,2,1,1,5,5,9,18,15000,1296,9%
2021,November,MS,380,F,20,U,GT3,T,1,3,at_home,other,home,mother,2,3,2,no,yes,yes,no,yes,yes,no,no,1,1,1,4,4,1,14,14,1,13,11000,3993,36%
2021,December,GP,1130,F,22,U,GT3,A,4,4,services,other,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,3,3,4,2,4,4,17,6,15,2,14500,3748,26%
2021,January,BV,1350,F,18,U,GT3,A,2,2,other,other,home,father,1,2,2,no,yes,no,no,yes,yes,yes,yes,4,5,3,3,4,5,24,16,0,14,15000,4480,30%
2021,February,MS,1970,F,21,R,GT3,T,2,1,other,other,home,mother,4,3,0,no,yes,no,no,yes,yes,yes,yes,1,1,3,4,1,3,25,6,9,16,11000,4907,45%
2021,March,GP,753,M,15,U,GT3,T,4,3,other,other,home,mother,2,4,2,no,yes,no,no,no,yes,yes,yes,2,3,5,3,3,3,12,1,10,13,14500,3737,26%
2021,April,BV,1666,M,21,U,GT3,A,2,3,services,other,course,mother,3,2,1,no,yes,no,yes,yes,no,yes,yes,2,4,5,1,5,2,18,5,5,15,15000,3235,22%
2021,May,MS,1267,F,18,U,GT3,T,3,4,services,services,course,mother,3,3,1,no,no,no,yes,yes,yes,no,yes,1,5,2,4,1,4,9,7,17,4,11000,5812,53%
2021,June,GP,1782,F,15,U,LE7,T,3,2,services,other,course,mother,2,4,3,no,no,no,yes,yes,yes,yes,no,1,4,3,3,5,1,19,0,19,11,14500,1551,11%
2021,July,BV,935,M,21,R,GT7,T,4,4,services,at_home,course,other,2,4,2,no,no,no,no,yes,yes,yes,no,1,3,2,3,3,3,5,0,18,17,15000,1322,9%
2021,August,MS,1498,M,17,R,LE7,T,4,1,services,teacher,course,mother,2,2,0,no,no,no,no,yes,yes,yes,no,1,4,4,3,4,2,8,7,1,19,11000,1392,13%
2021,September,GP,1958,F,19,U,GT7,T,4,4,other,other,course,father,2,4,3,no,yes,no,no,yes,yes,yes,yes,3,4,1,1,4,5,7,3,5,0,14500,1400,10%
2021,October,BV,421,F,21,U,LE7,T,2,2,other,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,3,3,8,5,1,8,15000,1240,8%
2021,November,MS,668,F,19,U,GT3,T,2,4,services,other,course,mother,1,4,1,no,no,no,no,yes,yes,yes,yes,5,1,3,2,3,4,16,2,5,9,11000,5918,54%
2021,December,GP,1428,M,18,U,GT3,A,3,4,other,services,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,no,3,3,3,1,1,5,12,8,4,15,14500,5185,36%
2021,January,BV,1485,F,21,U,GT3,T,1,1,health,other,course,other,4,4,2,no,no,no,yes,no,yes,yes,no,5,3,5,5,5,2,18,0,11,19,15000,5789,39%
2021,February,MS,803,F,18,R,GT3,T,1,2,teacher,services,reputation,father,4,4,3,no,no,no,yes,no,yes,yes,yes,3,4,2,3,4,4,13,16,14,8,11000,4217,38%
2021,March,GP,582,F,18,U,GT3,T,4,3,services,other,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,5,3,1,4,10,17,2,6,14500,4223,29%
2021,April,BV,1388,F,22,R,GT3,T,3,1,at_home,other,course,mother,2,1,2,no,no,no,no,yes,yes,no,no,5,3,5,3,3,1,26,7,6,15,15000,5740,38%
2021,May,MS,244,F,22,U,GT3,T,4,3,teacher,other,course,mother,2,1,1,no,no,yes,no,yes,yes,no,no,4,4,1,5,1,3,22,2,7,6,11000,3155,29%
2021,June,GP,897,F,16,U,GT3,T,1,4,health,other,course,mother,2,2,3,no,no,no,no,yes,yes,no,no,3,4,1,1,3,1,17,9,11,16,14500,5052,35%
2021,July,BV,443,F,20,R,GT3,T,3,3,teacher,other,course,mother,4,2,1,no,no,no,no,yes,yes,yes,no,4,3,5,1,1,5,19,9,6,8,15000,3750,25%
2021,August,MS,829,F,19,U,GT3,T,4,2,other,other,course,mother,2,1,2,no,yes,no,yes,yes,yes,yes,yes,3,4,4,1,4,1,2,7,3,1,11000,3815,35%
2021,September,GP,657,F,19,R,GT3,T,3,2,other,services,course,mother,3,1,0,no,no,no,yes,no,yes,yes,no,2,4,3,2,1,4,19,14,11,5,14500,4606,32%
2021,October,BV,828,M,18,U,LE7,A,2,2,other,services,course,mother,4,4,1,no,yes,no,no,yes,yes,yes,no,3,5,5,4,4,1,20,7,15,7,15000,1098,7%
2021,November,MS,1217,M,16,U,GT3,T,4,3,other,other,home,father,2,4,1,no,no,no,yes,yes,yes,no,no,1,2,3,4,5,2,6,16,16,6,11000,4358,40%
2021,December,GP,1713,F,17,R,GT3,T,1,4,at_home,other,home,mother,2,2,2,no,no,no,no,no,yes,yes,no,4,5,5,4,2,5,4,11,18,7,14500,5180,36%
2021,January,BV,374,F,17,U,LE3,T,2,4,services,other,course,mother,1,1,3,no,no,no,no,no,yes,yes,no,1,4,4,5,5,5,17,16,6,18,15000,1223,8%
2021,February,MS,520,F,18,U,LE3,A,1,2,other,other,course,other,1,1,2,no,yes,no,no,yes,yes,yes,no,4,3,3,3,2,3,19,13,18,1,11000,1413,13%
2021,March,GP,186,M,21,U,GT7,A,1,3,health,other,course,mother,3,2,1,no,no,no,no,yes,yes,yes,no,4,3,5,1,3,5,7,9,3,6,14500,1652,11%
2021,April,BV,758,F,20,R,LE7,T,4,2,other,services,course,father,4,3,2,no,no,no,yes,no,yes,yes,no,5,2,1,2,3,2,28,18,0,16,15000,1727,12%
2021,May,MS,1016,F,17,U,GT3,A,3,3,services,other,course,father,1,1,3,no,yes,no,yes,yes,yes,yes,no,2,2,3,1,3,5,8,13,19,16,11000,5587,51%
2021,June,GP,1230,F,20,R,GT3,T,4,4,other,services,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,1,1,3,3,5,13,3,5,0,14500,5966,41%
2021,July,BV,1818,F,16,U,GT3,T,4,3,at_home,services,course,mother,4,1,0,no,no,no,yes,yes,yes,no,yes,4,3,4,1,1,3,19,19,17,6,15000,4690,31%
2021,August,MS,1977,F,18,R,GT3,T,2,4,teacher,other,other,mother,3,3,0,no,yes,no,no,no,yes,no,no,5,4,1,4,4,2,24,14,10,16,11000,3703,34%
2021,September,GP,56,F,21,U,GT3,T,3,4,other,other,course,mother,4,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,5,5,1,2,1,24,11,0,11,14500,4756,33%
2021,October,BV,524,F,19,U,GT3,A,2,3,services,other,reputation,other,1,2,0,no,no,no,no,no,no,no,no,2,5,4,1,1,2,15,16,11,2,15000,3865,26%
2021,November,MS,385,F,21,U,GT3,T,4,1,services,services,other,mother,4,4,0,no,yes,no,no,no,yes,yes,yes,3,2,1,1,3,1,3,19,0,18,11000,4512,41%
2021,December,GP,270,M,22,R,GT3,T,4,2,other,other,course,mother,1,4,1,no,no,no,no,yes,yes,yes,yes,5,3,1,3,4,5,26,15,11,4,14500,5079,35%
2021,January,BV,400,M,22,U,GT3,A,1,1,at_home,other,course,mother,4,4,3,no,no,no,yes,yes,yes,yes,yes,1,2,4,5,4,1,21,1,2,1,15000,5617,37%
2021,February,MS,1894,M,21,U,LE3,T,2,2,other,other,course,mother,2,4,2,no,no,no,no,yes,no,no,no,3,3,1,3,4,1,14,13,4,3,11000,1849,17%
2021,March,GP,125,M,15,U,LE3,T,1,3,services,other,course,mother,4,4,1,no,no,no,no,yes,no,no,no,5,2,1,2,1,5,19,10,9,7,14500,1115,8%
2021,April,BV,1246,M,20,R,GT7,T,3,1,at_home,services,reputation,mother,4,1,3,no,no,no,no,yes,yes,yes,yes,3,4,3,3,1,1,17,12,15,17,15000,1440,10%
2021,May,MS,1038,F,21,U,LE7,T,2,2,other,services,home,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,4,3,5,3,1,11,14,8,1,11000,1967,18%
2021,June,GP,1244,F,20,U,GT3,T,4,3,at_home,other,course,mother,4,1,2,no,no,no,no,yes,yes,no,yes,3,1,1,2,4,5,11,1,11,1,14500,4196,29%
2021,July,BV,1109,F,22,U,GT3,T,2,3,services,other,course,mother,1,1,0,no,yes,no,no,yes,no,no,no,3,4,4,3,4,2,16,17,5,16,15000,5946,40%
2021,August,MS,1549,F,15,R,GT3,T,2,1,at_home,at_home,home,mother,1,4,1,no,yes,no,yes,yes,no,no,yes,1,4,2,1,3,3,3,6,15,1,11000,3746,34%
2021,September,GP,1578,F,18,U,LE7,T,2,3,at_home,other,home,mother,4,1,0,no,no,no,no,yes,yes,yes,yes,3,1,4,5,3,4,22,10,14,14,14500,1133,8%
2021,October,BV,1715,F,16,U,GT7,T,4,2,services,at_home,reputation,mother,3,3,1,no,yes,yes,yes,no,yes,yes,yes,1,2,4,1,5,1,10,6,19,17,15000,1045,7%
2021,November,MS,284,M,22,U,LE7,T,3,3,other,other,home,mother,1,2,3,no,yes,no,no,yes,yes,no,yes,4,2,3,2,4,4,13,5,2,16,11000,1736,16%
2021,December,GP,1447,M,19,U,GT3,T,2,3,other,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,5,1,1,29,12,15,8,14500,3203,22%
2021,January,BV,841,F,19,R,GT3,T,2,4,other,services,course,father,4,2,3,no,no,no,no,yes,yes,no,yes,1,3,2,1,1,2,28,2,2,9,15000,4981,33%
2021,February,MS,917,F,18,U,LE3,T,2,1,services,other,course,other,4,4,2,no,no,no,no,no,yes,yes,yes,5,1,3,3,4,1,14,6,14,0,11000,1688,15%
2021,March,GP,1814,M,17,U,LE3,T,1,1,teacher,other,home,father,3,1,3,no,no,no,no,yes,yes,yes,no,3,4,5,1,2,2,27,12,12,0,14500,1253,9%
2021,April,BV,655,M,21,U,GT3,T,4,4,other,other,course,mother,1,4,3,no,no,no,no,yes,yes,no,yes,5,3,5,2,1,1,9,19,6,17,15000,5978,40%
2021,May,MS,89,F,17,U,GT3,T,3,3,teacher,other,course,mother,3,3,2,no,yes,no,no,yes,yes,yes,yes,3,1,5,2,3,5,29,0,13,12,11000,4457,41%
2021,June,GP,587,F,21,U,GT3,T,4,2,services,other,home,mother,4,4,3,no,yes,no,yes,yes,yes,yes,yes,5,1,2,4,4,5,19,7,2,1,14500,5896,41%
2021,July,BV,1041,F,21,U,GT3,T,1,3,services,services,home,mother,1,4,1,no,no,no,no,no,yes,no,no,5,4,2,4,1,2,0,15,12,7,15000,5899,39%
2021,August,MS,1102,M,17,U,LE7,T,2,3,services,other,home,father,3,2,0,no,yes,yes,no,yes,yes,no,no,1,4,1,4,3,5,16,9,4,16,11000,1334,12%
2021,September,GP,1320,F,20,U,GT3,T,1,4,teacher,other,reputation,mother,3,1,2,no,no,no,no,yes,yes,yes,yes,5,1,5,4,5,1,21,6,1,4,14500,5463,38%
2021,October,BV,3,F,16,U,GT3,T,3,4,at_home,other,other,mother,4,1,2,no,yes,no,no,yes,yes,yes,yes,3,3,4,4,1,3,13,8,19,8,15000,4322,29%
2021,November,MS,1127,F,16,U,LE7,T,3,3,other,other,reputation,mother,1,1,3,no,yes,no,no,yes,yes,yes,yes,4,3,5,1,2,5,16,18,18,10,11000,1758,16%
2021,December,GP,889,F,17,R,GT7,T,4,1,other,other,reputation,father,4,2,1,no,yes,no,no,no,yes,yes,yes,5,4,2,5,3,2,12,19,17,2,14500,1511,10%
2021,January,BV,1632,F,16,R,LE3,T,2,1,at_home,other,reputation,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,1,2,1,4,5,3,8,19,18,12,15000,1599,11%
2021,February,MS,924,F,20,U,LE3,T,2,4,health,services,home,other,3,4,0,no,no,no,yes,yes,yes,no,yes,4,1,2,4,3,1,29,1,7,6,11000,1252,11%
2021,March,GP,1440,F,15,U,LE3,T,3,3,at_home,services,reputation,father,4,3,0,no,no,no,yes,yes,yes,yes,no,3,4,2,2,2,5,29,17,14,3,14500,1446,10%
2021,April,BV,746,F,21,U,LE3,T,1,2,at_home,other,home,mother,4,2,0,no,no,no,no,yes,yes,yes,no,2,2,2,3,2,1,20,4,2,15,15000,1396,9%
2021,May,MS,1210,F,19,U,LE3,T,3,1,teacher,at_home,home,mother,4,4,0,no,no,no,no,yes,yes,yes,no,5,3,2,2,1,2,18,9,3,12,11000,1912,17%
2021,June,GP,1444,M,15,U,LE3,T,4,3,services,other,home,mother,1,4,1,no,yes,no,no,yes,yes,yes,yes,1,4,2,3,3,2,16,1,12,14,14500,1250,9%
2021,July,BV,792,M,19,U,GT3,T,2,2,other,health,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,5,4,1,3,5,12,0,16,10,15000,5619,37%
2021,August,MS,1437,F,17,U,GT3,T,1,1,at_home,other,course,mother,3,3,0,no,no,no,no,yes,yes,yes,yes,1,2,4,5,2,1,1,15,16,17,11000,4480,41%
2021,September,GP,1781,F,15,R,GT3,T,3,4,services,services,home,mother,3,1,1,no,yes,no,yes,no,yes,yes,no,1,2,5,4,2,4,13,4,4,1,14500,3739,26%
2021,October,BV,1812,F,15,U,GT3,T,4,1,services,services,home,mother,4,4,3,no,no,no,yes,no,yes,yes,no,3,5,4,2,1,1,30,8,6,19,15000,4769,32%
2021,November,MS,840,M,22,U,GT3,A,4,1,other,health,reputation,father,1,3,0,no,no,no,yes,no,yes,yes,yes,5,4,2,2,2,5,15,6,0,10,11000,5375,49%
2021,December,GP,1893,F,19,R,GT3,T,3,2,at_home,services,reputation,father,1,1,2,no,no,no,yes,yes,yes,yes,no,1,4,3,4,1,2,25,12,2,14,14500,5107,35%
2021,January,BV,877,F,20,U,GT3,T,4,2,other,services,reputation,father,3,3,0,no,no,no,no,yes,yes,no,no,5,3,2,5,1,1,3,5,9,1,15000,5736,38%
2021,February,MS,493,F,15,R,GT3,T,2,1,at_home,services,course,mother,4,3,2,no,no,yes,no,yes,yes,no,no,5,3,4,2,1,2,2,9,19,5,11000,5429,49%
2021,March,GP,1032,F,16,U,GT3,T,4,1,at_home,other,home,other,3,3,3,no,no,no,no,yes,yes,no,no,4,2,5,1,3,4,6,17,11,2,14500,4721,33%
2021,April,BV,8,F,15,U,GT3,T,3,3,other,other,home,mother,4,3,1,no,no,no,no,yes,yes,yes,no,1,4,3,2,4,1,19,1,0,0,15000,5500,37%
2021,May,MS,164,F,16,U,LE7,T,3,3,health,services,home,mother,3,2,3,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,4,1,9,9,1,11000,1101,10%
2021,June,GP,1887,F,16,R,GT3,T,3,1,at_home,other,reputation,mother,1,1,3,no,no,no,yes,no,yes,yes,no,5,4,4,3,2,2,2,8,2,7,14500,5667,39%
2021,July,BV,42,F,19,U,GT3,T,3,3,other,other,home,mother,2,2,3,no,yes,no,no,yes,yes,yes,no,3,2,5,5,4,1,9,12,12,6,15000,3052,20%
2021,August,MS,1690,M,22,U,GT3,T,4,1,other,other,course,mother,3,3,3,no,no,no,yes,yes,yes,no,no,4,2,3,5,1,5,17,2,4,12,11000,4280,39%
2021,September,GP,1951,M,18,R,GT3,T,3,3,at_home,other,reputation,mother,3,3,2,no,no,no,no,no,yes,yes,no,2,3,4,3,1,2,3,12,3,18,14500,4091,28%
2021,October,BV,1099,M,18,U,GT3,T,4,2,other,other,reputation,father,1,2,3,no,no,no,no,no,yes,yes,no,5,1,4,3,1,2,20,3,12,9,15000,3802,25%
2021,November,MS,1684,M,22,U,GT3,T,2,1,services,at_home,other,mother,2,4,0,no,yes,no,no,yes,yes,yes,no,2,2,2,4,5,4,4,5,18,5,11000,3347,30%
2021,December,GP,90,M,15,U,LE3,A,2,3,other,teacher,reputation,mother,4,2,1,no,no,no,no,yes,yes,yes,no,3,4,2,1,2,5,27,3,7,5,14500,1936,13%
2021,January,BV,1755,F,21,U,LE3,T,4,1,health,services,reputation,mother,4,3,2,no,no,no,yes,no,yes,yes,no,5,1,4,3,1,5,1,2,15,7,15000,1971,13%
2021,February,MS,252,F,20,U,LE3,T,1,4,other,teacher,reputation,mother,2,4,2,no,yes,no,yes,yes,yes,yes,no,4,2,3,3,2,1,24,12,5,0,11000,1334,12%
2021,March,GP,338,F,22,U,GT7,T,1,4,health,other,home,mother,2,1,2,no,yes,no,no,yes,yes,yes,no,5,5,3,1,5,3,27,10,3,10,14500,1651,11%
2021,April,BV,1458,F,20,U,LE7,T,2,3,other,services,reputation,mother,1,3,1,no,no,no,yes,yes,yes,no,yes,2,5,1,1,4,1,1,19,8,9,15000,1211,8%
2021,May,MS,1861,F,19,U,GT7,T,3,2,other,other,reputation,mother,1,3,1,no,yes,no,no,no,yes,no,no,1,5,5,1,2,3,22,5,13,17,11000,1809,16%
2021,June,GP,310,F,18,U,LE7,T,3,3,teacher,other,reputation,mother,3,4,1,no,yes,yes,yes,yes,yes,yes,yes,3,4,4,1,5,5,25,3,16,18,14500,1062,7%
2021,July,BV,369,M,20,U,GT7,T,1,3,at_home,other,home,mother,1,4,2,no,no,no,no,no,no,no,no,2,3,1,4,1,5,7,8,2,4,15000,1152,8%
2021,August,MS,748,M,20,U,LE7,T,2,3,other,other,reputation,other,1,1,2,no,yes,no,no,no,yes,yes,yes,2,3,4,3,1,1,15,8,2,11,11000,1571,14%
2021,September,GP,784,F,16,U,GT3,T,3,3,teacher,other,home,other,3,2,3,no,no,no,no,yes,yes,yes,yes,5,5,5,5,1,2,7,3,6,10,14500,3386,23%
2021,October,BV,985,F,18,U,GT3,T,2,4,services,other,reputation,father,2,2,1,no,no,no,yes,yes,yes,yes,yes,2,5,3,3,3,3,6,19,0,15,15000,4488,30%
2021,November,MS,162,M,16,R,LE7,T,4,4,other,teacher,home,mother,1,4,2,no,no,no,no,yes,no,no,no,5,4,2,5,5,1,2,4,1,10,11000,1406,13%
2021,December,GP,1269,M,18,U,GT3,T,4,4,teacher,other,home,mother,1,4,1,no,no,no,no,yes,no,no,no,2,2,3,3,4,2,3,18,9,9,14500,3841,26%
2021,January,BV,1202,F,20,U,GT3,T,3,3,other,teacher,home,father,4,1,2,no,no,no,no,yes,yes,yes,yes,5,3,5,3,2,3,26,3,4,2,15000,4327,29%
2021,February,MS,1640,F,19,U,GT3,T,3,2,teacher,services,reputation,mother,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,2,3,3,4,17,15,4,10,11000,5446,50%
2021,March,GP,870,F,15,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,3,5,1,1,4,5,8,16,3,11,14500,4787,33%
2021,April,BV,1809,M,20,U,GT3,T,2,2,services,health,reputation,father,3,2,1,no,yes,no,no,yes,no,no,no,1,1,1,1,1,2,24,12,11,17,15000,4230,28%
2021,May,MS,1163,F,22,R,GT3,T,4,4,other,services,course,mother,1,3,1,no,yes,no,yes,yes,no,no,yes,4,2,5,4,3,1,8,12,5,12,11000,4215,38%
2021,June,GP,419,F,15,U,GT3,A,3,1,other,other,course,other,2,3,0,no,no,no,no,yes,yes,yes,yes,1,4,1,3,5,3,3,5,2,0,14500,3234,22%
2021,July,BV,963,F,20,U,LE7,T,3,4,services,services,reputation,father,4,1,2,no,yes,yes,yes,no,yes,yes,yes,1,1,1,4,5,2,2,12,7,18,15000,1901,13%
2021,August,MS,1069,F,19,U,GT3,T,2,3,services,teacher,home,mother,3,4,0,no,yes,no,no,yes,yes,no,yes,5,5,1,2,5,2,27,9,7,3,11000,5134,47%
2021,September,GP,1841,F,21,U,GT3,T,4,2,other,other,course,mother,1,4,2,no,yes,yes,yes,yes,yes,yes,no,3,3,4,1,5,1,9,10,8,13,14500,4148,29%
2021,October,BV,632,F,16,R,GT3,A,3,3,health,other,course,father,1,3,3,no,no,no,no,yes,yes,no,yes,5,3,3,4,1,2,16,14,17,17,15000,5657,38%
2021,November,MS,1368,F,15,U,GT3,T,4,4,at_home,teacher,course,mother,2,4,1,no,no,no,no,no,yes,yes,yes,1,5,1,1,4,4,23,1,13,15,11000,5089,46%
2021,December,GP,809,F,22,R,GT3,T,4,3,services,other,course,mother,4,2,0,no,no,no,no,yes,yes,yes,no,4,4,5,5,1,1,2,7,14,6,14500,3876,27%
2021,January,BV,1822,F,22,U,GT3,T,1,4,at_home,services,course,mother,4,1,1,no,no,no,no,yes,yes,no,yes,3,2,4,3,1,3,12,18,19,6,15000,5926,40%
2021,February,MS,376,M,22,U,LE7,T,1,4,at_home,services,course,father,3,4,1,no,yes,no,no,yes,yes,yes,yes,3,3,5,1,4,5,30,9,11,5,11000,1219,11%
2021,March,GP,1922,M,16,U,GT3,T,2,4,services,other,course,father,1,3,2,no,yes,no,yes,yes,yes,yes,yes,5,3,3,3,5,5,12,12,1,19,14500,5694,39%
2021,April,BV,634,F,21,R,GT3,T,2,4,other,other,course,mother,4,4,1,no,no,no,no,no,yes,no,no,3,5,2,5,5,2,27,8,0,4,15000,5486,37%
2021,May,MS,1612,F,15,U,GT3,T,1,3,services,other,course,mother,4,1,0,no,yes,yes,no,yes,yes,no,no,4,2,3,5,3,5,0,13,14,11,11000,5980,54%
2021,June,GP,1753,F,16,U,LE7,T,2,2,services,other,course,mother,2,3,2,no,no,no,no,yes,yes,yes,yes,1,5,3,2,1,1,7,7,15,0,14500,1388,10%
2021,July,BV,1236,M,20,U,GT3,T,4,2,teacher,health,course,mother,1,4,1,no,yes,no,no,yes,yes,yes,yes,4,1,2,2,4,2,19,16,1,11,15000,3068,20%
2021,August,MS,165,F,19,R,GT3,T,3,2,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,1,1,5,1,3,24,7,10,2,11000,3867,35%
2021,September,GP,1411,F,22,U,GT3,T,4,3,teacher,other,home,mother,3,2,3,no,yes,no,no,no,yes,yes,yes,1,4,4,4,3,4,15,18,19,10,14500,5280,36%
2021,October,BV,201,F,22,U,GT3,T,1,2,health,other,home,father,3,4,3,no,yes,no,yes,yes,no,yes,yes,1,5,5,4,1,1,3,9,10,7,15000,5404,36%
2021,November,MS,730,F,19,U,GT3,T,2,4,other,other,reputation,father,3,1,1,no,no,no,yes,yes,yes,no,yes,5,3,1,2,4,3,25,6,8,19,11000,5134,47%
2021,December,GP,761,F,19,U,LE7,T,4,2,other,other,course,other,1,3,2,no,no,no,yes,yes,yes,yes,no,3,3,3,3,4,4,4,17,19,10,14500,1616,11%
2021,January,BV,1896,F,19,U,GT7,T,4,3,other,other,course,other,4,4,2,no,no,no,no,yes,yes,yes,no,2,3,1,4,5,4,8,18,9,8,15000,1719,11%
2021,February,MS,1736,F,22,R,LE3,T,4,4,services,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,2,3,4,4,5,22,6,5,10,11000,1794,16%
2021,March,GP,1461,F,21,U,LE3,T,4,2,at_home,other,course,mother,3,4,1,no,yes,no,no,yes,yes,yes,yes,4,1,2,2,4,4,30,19,12,15,14500,1850,13%
2021,April,BV,318,M,22,U,LE3,A,3,3,services,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,no,5,4,4,2,3,1,23,3,8,1,15000,1600,11%
2021,May,MS,1153,M,15,U,GT3,A,1,1,teacher,services,course,father,3,2,0,no,no,no,no,yes,yes,yes,yes,2,5,2,3,4,4,22,19,7,13,11000,4223,38%
2021,June,GP,1832,M,18,U,GT3,T,3,1,at_home,at_home,home,father,4,4,1,no,yes,no,yes,no,yes,yes,no,3,5,3,5,4,1,29,5,2,4,14500,3764,26%
2021,July,BV,388,M,16,U,GT3,T,2,3,teacher,other,home,mother,3,4,0,no,no,no,yes,no,yes,yes,no,1,2,3,1,4,2,9,5,2,7,15000,5524,37%
2021,August,MS,91,M,22,U,GT3,T,2,1,other,other,course,mother,2,4,0,no,no,no,yes,no,yes,yes,yes,5,1,4,5,1,5,12,13,18,9,11000,4117,37%
2021,September,GP,1840,F,15,U,GT3,T,1,2,services,services,reputation,mother,4,2,0,no,no,no,yes,yes,yes,yes,no,3,5,2,5,2,3,6,2,9,5,14500,3320,23%
2021,October,BV,451,F,21,U,GT3,T,2,3,other,other,course,mother,2,4,3,no,no,no,no,yes,yes,no,no,3,1,3,5,3,4,30,3,11,2,15000,4299,29%
2021,November,MS,887,F,17,U,GT3,A,2,2,services,services,course,mother,4,3,0,no,no,yes,no,yes,yes,no,no,5,5,3,4,5,1,5,1,2,6,11000,4408,40%
2021,December,GP,1900,F,15,U,LE7,T,4,1,services,teacher,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,1,3,4,3,5,5,11,5,14,5,14500,1364,9%
2021,January,BV,1096,F,16,U,GT3,T,4,2,other,other,course,mother,2,2,2,no,no,no,no,yes,yes,yes,no,1,5,1,3,5,4,19,0,6,8,15000,5507,37%
2021,February,MS,1341,F,17,U,GT3,T,1,3,other,other,course,mother,2,3,3,no,yes,no,yes,yes,yes,yes,yes,4,5,1,3,5,1,4,15,8,6,11000,3705,34%
2021,March,GP,1639,M,20,R,LE3,T,2,4,services,services,home,other,3,2,0,no,no,no,yes,no,yes,yes,no,4,1,1,3,1,3,8,15,8,4,14500,1842,13%
2021,April,BV,683,M,16,R,LE3,T,3,3,at_home,other,course,mother,3,4,3,no,yes,no,no,yes,yes,yes,no,2,1,1,3,2,1,18,7,15,19,15000,1736,12%
2021,May,MS,1859,F,20,U,GT3,T,4,1,at_home,other,course,father,4,1,1,no,no,no,yes,yes,yes,no,no,4,5,5,5,4,4,12,15,5,7,11000,5816,53%
2021,June,GP,768,F,18,U,GT3,T,2,2,at_home,other,reputation,mother,3,1,1,no,no,no,no,no,yes,yes,no,2,5,2,4,1,4,8,17,18,8,14500,3066,21%
2021,July,BV,30,M,16,U,LE7,T,4,4,at_home,services,home,mother,2,2,0,no,no,no,no,no,yes,yes,no,5,1,1,5,1,4,14,10,19,6,15000,1993,13%
2021,August,MS,1658,M,18,R,GT7,T,4,3,services,other,home,other,4,3,1,no,yes,no,no,yes,yes,yes,no,3,3,5,2,5,3,7,10,5,2,11000,1243,11%
2021,September,GP,1925,F,21,U,LE3,T,1,2,other,other,course,mother,4,4,1,no,no,no,no,yes,yes,yes,no,2,5,2,3,3,2,29,2,1,18,14500,1219,8%
2022,October,BV,367,F,19,U,LE3,T,1,2,teacher,other,course,mother,1,1,1,no,no,no,yes,no,yes,yes,no,2,2,5,5,2,5,26,14,9,0,15000,1291,9%
2022,November,MS,1467,F,19,U,LE3,T,1,3,other,other,home,mother,1,3,1,no,yes,no,yes,yes,yes,yes,no,4,5,5,5,3,2,23,11,0,13,11000,1375,13%
